Date,Personal Finance Current,Personal Finance Expected,Business Condition 12 Months,Business Condition 5 Years,Buying Conditions,Current Index,Expected Index,CPI,GSCPI,WTI,총대출금,무담보콜금리(1일),국고채(1년),국고채(10년),"회사채(3년, AA-)","회사채(3년, BBB-)",주택담보대출-예금취급기관,원/미국달러(매매기준율) 평균,원/미국달러(매매기준율) 말일,"M1(평잔, 원계열)","M1(말잔, 원계열)","M1(평잔, 계절조정계열)","M1(말잔, 계절조정계열)",금리 스프레드,무담보콜금리 차분,국고채1년 차분,국고채10년 차분,주택담보대출금리 차분,a_htpi,a_atpi,a_rpi,KOSPI,경제활동인구,경제활동참가율,실업률,경제활동참가율d,실업률d,전산업생산지수,경기종합지수(동행지수순환변동치),제조업평균가동률,산업별생산지수,산업별출하지수,산업별재고지수,소매판매액지수,소비자동향조사,경제심리지수,소비자물가지수,기대인플레이션율,관리물가지수,생산자물가지수,공급물가지수,수입물가지수,수입물량지수,수입금액지수,순상품교역조건지수,소득교역조건지수
2005/01,123,133,114,97,165,110.9,85.7,191.6,-0.1,48.20000076,"568,933.90",3.26,3.48,4.42,4.11,8.54,,"1,038.23","1,026.40","321,944.60","318,003.60","316,874.30","322,800.50",0.94,,,,,59.3,54.6,,932.7,23671,62.4,3.8,-1,0.5,64.6,99.2,82.3,61.412,67.51,51.205,49.6,78,95.4,73.594,3.2,86.97322458,83.26,80.44,83.28,56.95,50.33,151.56,56.9
2005/02,121,127,114,98,162,109.2,84.4,192.4,-0.13,51.75,"570,979.80",3.26,3.48,4.88,4.63,9.05,,"1,022.43","1,008.10","329,012.50","330,997.80","323,160.30","334,427.30",1.4,0,0,0.46,0.08,59.5,54.9,,"1,011.36",23660,62.3,3.6,-0.1,0,60,98.9,78.7,52.852,59.564,49.953,48.5,78,108.8,73.892,3.3,86.88970168,83.42,80.52,83.23,51.5,47.77,149.97,49.03
2005/03,117,130,104,98,163,108,82.8,193.1,-0.27,55.40000153,"571,698.40",3.25,3.82,4.77,4.48,8.74,,"1,007.49","1,024.30","334,697.10","327,684.20","330,967.20","334,382.80",0.95,-0.01,0.34,-0.11,-0.05,59.7,55.2,,965.68,23733,62.5,3.7,1.1,-0.2,68.8,99.1,80.8,64.286,71.518,49.754,52.3,78,111.4,74.338,3,87.54705028,83.5,80.92,84.54,62.37,58.91,147.7,59.79
2005/04,113,121,96,91,158,104.4,77,193.7,-1.3,49.72000122,"577,621.10",3.26,3.71,4.69,4.28,8.36,,"1,010.94","1,002.50","334,317.90","334,049.00","332,699.60","334,291.30",0.98,0.01,-0.11,-0.08,-0.16,60,55.6,,911.3,23681,62.3,3.7,0.6,-0.3,67.2,98.8,78.8,62.036,68.962,50.304,51.4,79,111,74.413,2.9,87.16731732,83.73,81.41,85.6,56.6,55.07,143.41,53.92
2005/05,109,121,95,85,163,104.9,75.3,193.6,-0.96,56.5,"583,455.70",3.29,3.6,4.42,4.12,8.11,,"1,002.21","1,002.50","331,442.50","329,906.10","334,153.30","333,197.30",0.82,0.03,-0.11,-0.27,-0.17,60.3,56.1,,970.21,23696,62.3,3.7,0.5,-0.2,68.1,98.7,76.6,62.287,68.41,51.205,52.3,79,104.2,74.338,3.3,87.35885028,83.19,80.44,83.69,55.6,54.65,140.31,53.89
2005/06,122,129,109,103,172,113.2,85,193.7,-0.92,60.56999969,"586,738.70",3.27,3.66,4.46,4.18,8.15,,"1,010.87","1,024.40","337,217.30","340,407.30","338,511.10","345,037.80",0.8,-0.02,0.06,0.04,-0.02,60.8,56.7,,"1,008.16",23704,62.2,3.8,0,0,68.8,98.6,77.6,61.662,68.824,49.303,51,79,102.3,74.114,3.5,87.36601899,82.81,80.27,84.92,56.06,54.46,139.09,56.48
2005/07,122,133,112,99,172,113.5,85.5,194.9,-0.86,68.94000244,"593,173.30",3.25,3.77,4.89,4.52,8.49,,"1,037.44","1,028.30","346,659.40","347,375.20","347,219.30","341,141.90",1.12,-0.02,0.11,0.43,0.05,61.2,57.3,,"1,111.29",23672,62.1,3.8,-0.2,0.1,67.6,98.5,77.5,61.412,67.373,50.454,50.7,76,99.3,74.413,3.3,87.64937989,83.32,81.25,87.18,56.31,54.95,137.84,55.63
2005/08,117,121,102,85,164,108.2,76.9,196.1,-0.48,66.23999786,"597,123.00",3.25,3.88,5.08,4.75,8.74,,"1,021.17","1,031.00","346,984.80","340,764.30","352,559.20","340,903.50",1.2,0,0.11,0.19,0.08,61.5,57.6,,"1,083.33",23632,61.9,3.7,-1,-0.1,66.3,98.5,78,59.226,66.129,49.053,49.5,76,103.8,74.636,3.2,87.71369609,83.55,81.65,88.01,57.73,56.4,137.4,54.88
2005/09,103,115,62,76,151,98.1,63.3,198.8,0.08,59.75999832,"600,881.60",3.25,4.19,5.15,4.92,8.86,,"1,029.33","1,038.00","347,135.30","342,819.20","349,958.60","341,871.50",0.96,0,0.31,0.07,0.1,61.6,57.7,,"1,221.01",23754,62.2,4,0.6,0,69,98.4,78.6,60.85,67.304,49.354,53.4,76,107.1,75.008,2.9,87.66920112,83.92,82.3,89.31,58.81,58.79,134.82,56.62
2005/10,96,112,68,72,139,91.2,63.2,199.1,-0.1,57.31999969,"606,538.90",3.44,4.44,5.36,5.2,9.01,,"1,046.25","1,042.70","339,969.40","332,920.20","344,615.20","331,317.70",0.92,0.19,0.25,0.21,0.25,61.6,57.8,,"1,158.11",23804,62.2,3.9,0.3,0,69.9,98.5,80.4,66.035,72.555,49.354,54.3,82,105.5,74.859,3.1,87.67814413,84.14,82.39,88.81,58.1,58.55,133.78,57.69
2005/11,103,115,83,80,157,100.2,69.6,198.1,-0.64,61.04000092,"612,255.50",3.49,4.57,5.68,5.5,9.26,,"1,041.43","1,036.30","307,025.10","308,413.80","310,005.70","305,606.90",1.11,0.05,0.13,0.32,-0.02,61.6,57.8,,"1,297.44",23804,62.2,3.6,-0.3,-0.3,72.4,99,83.1,69.096,75.596,49.854,55.8,82,109.8,74.561,3.1,87.96795642,83.9,81.49,86.83,61.52,60.82,134.86,61.25
2005/12,119,129,104,88,164,109.1,80.2,198.1,-0.7,61.40999985,"613,922.80",3.7,4.67,5.6,5.49,9.21,,"1,024.15","1,013.00","318,419.20","332,344.90","314,101.20","325,588.60",0.93,0.21,0.1,-0.08,0.01,61.7,57.9,,"1,379.37",23810,62.1,3.5,-1.1,0.2,78,99.4,80.4,68.471,75.458,50.855,60.9,82,112.8,74.785,3.1,88.0258067,83.66,81.01,85.95,64.08,62.18,134.82,60.44
2006/01,118,120,105,91,168,110.3,78.9,199.3,-0.37,66.62999725,"617,446.10",3.74,4.62,5.58,5.5,9.19,,987.03,971,"327,542.10","326,592.10","320,960.60","332,506.00",0.96,0.04,-0.05,-0.02,0.04,61.9,58.2,60,"1,399.83",23905,62.3,3.4,-0.6,0.3,68.1,99.7,82.6,64.848,70.344,53.558,56.1,85,115.8,75.231,3,88.91190615,83.95,81.01,85.14,60.77,59.24,133.84,55.38
2006/02,112,122,96,80,162,105.6,74.5,199.4,-0.74,71.87999725,"623,634.30",3.92,4.57,5.28,5.33,8.79,,970.22,969,"326,548.30","323,672.20","323,387.00","326,096.30",0.71,0.18,-0.05,-0.3,-0.06,62.1,58.5,60.5,"1,371.59",23932,62.3,3.5,0,0.3,65.1,99.7,81.8,62.724,68.893,53.358,49.6,85,117.1,75.381,3,89.01802123,83.99,80.84,84.18,60.36,60.37,131.81,53.66
2006/03,118,123,94,88,165,109.1,76,199.7,-0.41,71.29000092,"628,647.70",3.97,4.57,5.42,5.3,8.48,,975.09,975.9,"325,711.90","322,435.30","322,801.80","327,706.70",0.85,0.05,0,0.14,-0.12,62.5,59,61.2,"1,359.60",23974,62.3,3.5,1,-0.2,72.4,99.8,81.1,69.845,76.771,54.359,55.1,85,117.4,75.827,3,89.73327039,83.88,80.76,84.52,66.31,66.84,130.4,61.26
2006/04,119,125,86,83,165,109.2,73.4,200.7,0.09,73.98000336,"638,214.30",3.97,4.61,5.45,5.24,8.31,,954.44,945.7,"324,222.60","326,731.40","323,429.10","326,656.00",0.84,0,0.04,0.03,-0.04,63.1,59.6,61.7,"1,419.73",23951,62.2,3.5,0.8,-0.4,71.1,99.8,79.6,66.847,73.661,53.808,54.6,82,116.1,75.902,2.8,89.77595978,84.03,81.16,85.77,62.67,63.15,129.95,57.4
2006/05,102,112,81,80,147,96.1,68.2,201.3,0.1,74.40000153,"645,478.60",3.96,4.59,5.2,5.05,8.03,,941.4,947.4,"323,908.40","328,653.70","325,918.00","333,194.70",0.61,-0.01,-0.02,-0.25,-0.01,63.6,60.3,62,"1,317.70",23968,62.2,3.4,0.4,-0.3,72.3,100,79.5,68.409,75.181,55.109,56.3,82,110.2,76.05,2.8,89.88217989,84.32,81.9,87.35,65.13,67.81,127,59.75
2006/06,113,120,88,79,159,105,72,201.8,0.15,70.26000214,"652,960.90",4.17,4.7,5.25,5.17,8.07,,955.16,960.3,"326,949.20","338,989.20","327,561.80","342,682.20",0.55,0.21,0.11,0.05,0.07,64,60.6,62.5,"1,295.15",23996,62.1,3.5,0,0.2,71.8,99.8,78.6,67.409,74.283,55.059,54.9,82,104.8,75.902,2.8,89.91810726,84.17,81.97,88.15,62.32,67.02,124.15,58.46
2006/07,110,122,87,80,158,103.5,72.5,202.9,-0.1,62.90999985,"657,414.50",4.21,4.82,5.16,5.18,8.05,,950.15,953.1,"330,267.70","330,809.40","330,039.80","325,918.50",0.34,0.04,0.12,-0.09,0.31,64.1,60.8,62.6,"1,297.82",23993,62.1,3.5,-0.1,0,68.2,99.1,72.8,62.35,68.064,56.31,51.1,77,103.6,76.199,3,90.44581453,84.43,82.46,89.38,61.22,65.68,124.54,55.08
2006/08,109,112,75,84,160,103.8,68,203.8,0.05,63.13000107,"662,591.00",4.42,4.76,4.94,5.1,7.94,,960.72,959.6,"325,958.20","324,743.60","330,771.00","329,103.00",0.18,0.21,-0.06,-0.22,0.07,64.3,60.9,63.5,"1,352.74",24031,62.1,3.5,-0.8,0,70.4,99,78.9,65.16,72.417,54.859,52.5,77,105.8,76.645,3,90.49092067,84.98,83.35,91.01,63.28,69.08,123.1,57.8
2006/09,99,122,99,92,151,96.6,78.2,202.8,-0.63,61.04999924,"672,121.20",4.47,4.68,4.89,5.02,7.82,,953.68,945.2,"327,648.40","341,186.60","331,382.50","336,079.40",0.21,0.05,-0.08,-0.05,-0.09,64.7,61.2,64.6,"1,371.41",24049,62.1,3.5,0.3,-0.2,75.4,99.3,82.1,71.845,79.188,54.809,56.8,77,107.4,76.868,3,91.04872849,85.26,82.79,87.85,64.49,70.96,123.06,63.73
2006/10,118,131,113,97,160,107.3,84.8,201.9,-0.5,58.13999939,"680,074.30",4.48,4.64,4.79,4.93,7.72,,954.23,944.2,"333,597.50","335,799.80","337,029.20","333,322.60",0.15,0.01,-0.04,-0.1,-0.08,65.6,62.2,67.3,"1,364.55",24122,62.2,3.6,0.3,0.1,72.8,100.4,82.6,69.221,75.526,54.859,56.5,79,109.7,76.496,3,91.04502235,84.47,81.73,86.76,61.54,66.04,126.1,59.19
2006/11,119,125,112,97,156,106,83.2,202,-0.23,61.79000092,"692,188.30",4.47,4.7,4.91,5.05,7.84,,936.22,929.9,"337,666.00","344,526.70","341,034.00","344,323.50",0.21,-0.01,0.06,0.12,0,67.5,64.5,69.9,"1,432.21",24174,62.2,3.5,-0.1,-0.1,76.2,100.8,82.7,74.032,80.847,55.16,57.6,79,110,76.125,2.9,90.72645587,84.06,80.92,85.39,64.9,68.64,126.49,65.83
2006/12,119,124,105,97,161,108.1,81.2,203.1,-0.45,65.87000275,"699,430.30",4.49,4.85,4.95,5.18,7.97,,925.75,929.6,"351,588.50","371,087.60","347,293.90","361,484.40",0.1,0.02,0.15,0.04,0.19,68.8,66,70.9,"1,434.46",24201,62.3,3.4,-1.1,0.1,80.8,101,79.2,69.971,77.393,55.559,61.6,79,107.8,76.348,3.1,90.8487419,83.99,80.92,85.45,66.6,70.56,125.73,61.77
2007/01,123,127,118,107,166,111.3,87.6,203.437,-0.87,64.01000214,"700,256.60",4.63,4.98,5.04,5.32,8.11,,936.36,940.9,"353,494.20","348,010.20","349,795.20","352,704.80",0.06,0.14,0.13,0.09,0.23,69.7,66.9,72,"1,360.23",24287,62.4,3.3,-0.6,0.3,71.6,100.9,80.3,70.471,76.217,59.364,55.7,82,106.8,76.496,3,90.96697095,83.99,80.44,83.96,66.5,71.25,124.16,59.09
2007/02,119,122,106,98,158,106.7,81.5,204.226,-0.71,70.68000031,"708,048.20",4.6,4.96,5.01,5.28,8.08,,937.02,938.3,"350,734.70","348,717.80","345,862.10","350,682.40",0.05,-0.03,-0.02,-0.03,0.07,70.1,67.2,71.9,"1,417.34",24246,62.2,3.1,-0.2,0.1,69.2,101,80.1,62.599,70.274,57.862,54.8,82,113.3,77.017,2.9,90.77644804,84.04,80.84,85.51,63.02,65.82,125.48,57.58
2007/03,111,126,95,94,157,103.5,78.7,205.288,-0.58,74.04000092,"717,066.50",4.6,4.89,4.94,5.2,7.99,,943.26,940.3,"335,446.80","310,482.80","332,773.70","313,675.60",0.05,0,-0.07,-0.07,0.02,70.4,67.4,72.2,"1,452.55",24286,62.3,3.2,1,-0.2,75.8,101.1,79.5,72.282,80.709,57.062,58.2,82,113.8,77.464,3,91.52899441,84.4,81.9,88.29,71.49,75.71,123.2,65.31
2007/04,119,127,87,90,152,104.6,75.9,205.904,-0.81,81.66000366,"728,294.80",4.69,4.97,5.07,5.34,8.11,,931.5,929.4,"305,602.50","302,620.90","305,348.50","303,654.30",0.1,0.09,0.08,0.13,-0.07,70.6,67.5,72.1,"1,542.24",24300,62.2,3.3,0.9,-0.1,74.5,101.3,80.2,71.095,79.188,55.96,56.8,87,115.2,77.761,2.9,91.9440648,84.99,82.63,89.33,69.94,75.9,120.65,62.57
2007/05,113,125,97,89,160,105.1,77.6,206.755,-0.41,94.52999878,"735,674.40",4.61,5.11,5.22,5.49,8.25,,927.91,929.9,"301,184.50","297,872.60","302,367.60","305,856.10",0.11,-0.08,0.14,0.15,0.04,70.8,67.6,71.6,"1,700.91",24318,62.2,3.3,0.4,-0.2,75.8,101.3,80.2,72.345,80.156,57.162,59.3,87,114.4,77.836,2.9,92.21290838,85.47,83.11,89.78,68.63,76.34,119.48,61.69
2007/06,110,117,94,88,154,101.9,74.7,207.234,-0.37,88.70999908,"747,823.00",4.54,5.15,5.48,5.64,8.42,,928.32,926.8,"302,511.70","307,489.20","302,042.50","309,469.10",0.33,-0.07,0.04,0.26,-0.04,71,67.7,72.1,"1,743.60",24336,62.2,3.3,0.1,0,76.7,101.3,79.1,71.908,79.396,57.311,57,87,113.2,77.836,2.8,92.23938883,85.64,83.11,89.52,64.66,72.65,118.84,61.95
2007/07,115,125,105,96,156,104.5,81.5,207.603,-0.43,95.98000336,"755,114.00",4.67,5.29,5.52,5.75,8.51,,918.85,923.2,"302,375.60","297,752.30","302,235.00","293,629.40",0.23,0.13,0.14,0.04,0.11,71.2,67.8,72.7,"1,933.27",24350,62.1,3.3,-0.2,0.1,75.5,101.4,78,70.845,77.807,57.862,55.8,89,114.9,78.134,2.9,92.5448648,85.75,83.11,89.5,66.95,75.05,119.36,63.54
2007/08,103,120,87,88,152,98.4,73.7,207.667,-0.1,91.75,"764,660.60",4.92,5.3,5.42,5.7,8.42,,933.8,939.9,"298,066.10","293,370.30","302,372.60","296,532.40",0.12,0.25,0.01,-0.1,0.14,71.5,68,73.2,"1,873.24",24333,62,3.3,-0.9,-0.2,75.6,101.4,80,71.033,77.737,57.862,55.3,89,117.2,78.208,2.8,92.55971173,85.7,83.35,90.35,66.84,75.6,119.46,63.58
2007/09,109,119,82,96,144,97.9,74.1,208.547,-0.04,101.8399963,"777,069.80",4.98,5.39,5.52,5.85,8.54,,932.41,920.7,"299,048.00","304,024.20","302,047.50","296,231.50",0.13,0.06,0.09,0.1,0.14,71.8,68.2,73.7,"1,946.48",24356,62,3.2,0.3,-0.1,75.9,101.3,78.8,69.721,76.425,56.411,60.7,89,116.7,78.655,2.8,92.95606369,86.11,84.24,92.44,62,69.78,119.59,60.55
2007/10,111,119,78,84,142,97.6,70.1,209.19,-0.61,101.5800018,"790,358.70",5,5.34,5.56,5.98,8.6,,915.86,907.4,"297,999.30","304,054.00","302,418.30","301,902.20",0.22,0.02,-0.05,0.04,0.03,72.2,68.5,74,"2,064.85",24425,62.1,3.3,0.3,0,80.1,101.6,83.1,80.341,87.273,57.562,61.4,83,115.2,78.803,2.9,92.94548827,86.29,84.57,93.3,73.03,83.99,117.44,69.62
2007/11,101,115,73,76,136,91.5,66.2,210.834,-0.48,113.4599991,"807,189.40",5,5.36,5.61,6.16,8.72,,916.98,929.6,"299,714.70","306,940.70","302,694.10","305,574.40",0.25,0,0.02,0.05,0.04,72.6,68.8,74,"1,906.00",24495,62.2,3.3,-0.1,0,80.4,101.7,82.8,79.717,87.135,57.512,61.9,83,114.4,78.803,3,93.14126927,86.64,85.96,97.08,73.46,86.78,115.33,68.48
2007/12,98,112,68,81,137,91,65.6,211.445,-0.15,127.3499985,"803,724.10",4.99,5.6,5.82,6.73,9.16,"291,082.90",930.24,938.2,"307,809.30","316,382.70","304,030.00","308,233.90",0.22,-0.01,0.24,0.21,0.26,72.8,69,74.1,"1,897.13",24500,62.1,3.2,-1.2,0.1,86.3,102.2,81.1,76.53,84.026,58.663,64.5,83,111.8,79.101,3,93.22961453,86.99,86.77,98.73,70.57,86.56,112.71,60.27
2008/01,98,116,68,88,146,94.4,68.1,212.174,-0.37,124.0800018,"815,649.10",4.99,5.47,5.56,6.64,8.78,"291,623.30",942.39,943.9,"305,868.00","299,221.30","302,626.80","299,210.70",0.09,0,-0.13,-0.26,0.23,73.2,69.3,74.9,"1,624.68",24521,62.1,3,-0.8,0.2,77.7,102.5,83.2,78.904,84.233,61.967,61.3,81,111.8,79.472,3.2,92.97055531,87.48,87.91,101.74,75.6,93.24,111.25,59.89
2008/02,94,112,54,83,123,83.8,62.4,212.687,0.45,115.4599991,"822,528.90",4.97,5,5.28,6.27,8.54,"290,639.00",944.69,937.3,"304,580.70","301,597.80","300,785.50","300,867.10",0.28,-0.02,-0.47,-0.28,-0.36,73.5,69.5,75.5,"1,711.62",24497,61.9,2.9,-0.1,0.2,73.2,102.5,81,69.408,75.941,62.167,59,81,114.2,79.771,3.3,93.11342458,88.29,89.44,104.5,67.39,84.45,110.11,55.28
2008/03,93,112,46,81,124,84.2,60.1,213.448,0.15,100.6399994,"833,537.30",4.97,5.05,5.36,6.13,8.54,"291,617.70",979.86,991.7,"299,792.80","294,147.10","298,229.70","295,571.50",0.31,0,0.05,0.08,-0.02,74.3,70.1,76.7,"1,703.99",24516,61.9,3,1,-0.1,80.5,102.4,82,80.091,88.103,61.817,63.6,81,106.9,80.515,3.5,94.00236648,89.44,92.77,113.03,74.65,95.78,108.71,64.04
2008/04,86,100,40,71,112,77,53.3,213.942,0.13,67.80999756,"849,091.30",4.99,5.06,5.17,5.91,8.46,"294,082.50",986.66,999.7,"298,474.40","300,930.30","298,338.20","303,635.10",0.11,0.02,0.01,-0.19,0.1,75.2,71.1,77.8,"1,825.47",24543,61.9,3.1,0.9,-0.2,79.4,102.1,82.8,79.029,86.236,62.318,63.2,67,108.6,80.962,3.4,94.2087419,91.34,95.53,117.32,73.41,98.08,106.96,63.28
2008/05,80,98,36,68,109,73.3,51.1,215.208,-0.12,54.43000031,"858,336.10",4.97,5.07,5.5,6.22,8.89,"296,070.90","1,036.73","1,031.40","304,239.80","305,517.00","304,092.80","305,176.00",0.43,-0.02,0.01,0.33,-0.01,75.9,71.8,78.7,"1,852.02",24560,61.9,3.2,0.4,-0.1,79.9,101.8,79.8,79.029,85.408,64.369,65.4,67,103.8,81.63,3.8,94.28567598,93.18,100.48,129.85,71.76,98.94,105.48,61.66
2008/06,69,96,38,59,104,67.6,49.2,217.463,0.27,44.59999847,"870,377.10",4.95,5.22,5.89,6.68,9.42,"297,787.50","1,029.27","1,043.40","305,514.30","312,889.10","304,968.40","307,760.30",0.67,-0.02,0.15,0.39,-0.02,76.8,72.5,79.4,"1,674.92",24563,61.8,3.1,0,0,78.9,101.3,79.4,77.155,83.266,66.572,60.9,67,98.9,82.151,4.1,94.34115084,94.67,102.76,133.35,67.38,97.68,102.37,58.08
2008/07,73,105,42,65,115,73.1,53.5,219.016,1,41.68000031,"883,185.60",4.98,5.41,6.03,6.99,9.84,"300,567.50","1,019.12","1,008.50","306,584.40","306,116.20","306,554.90","311,300.20",0.62,0.03,0.19,0.14,0.15,77.4,73,79.4,"1,594.67",24572,61.7,3.1,-0.2,0,78.8,101,78.1,77.093,84.026,66.222,63.1,70,93.5,82.747,4.4,94.48906592,96.52,104.62,134.79,73.52,110.4,100.57,61.11
2008/08,72,105,52,72,110,71,57.9,218.69,0.28,51.11999893,"891,376.30",5.21,5.44,5.91,7.11,10,"302,169.00","1,041.54","1,081.80","304,538.70","307,518.70","308,605.40","311,886.70",0.47,0.23,0.03,-0.12,0.24,77.7,73.3,79.3,"1,474.24",24569,61.6,3.3,-0.8,0,76.3,100.8,77.7,72.595,79.257,66.021,61.4,79,102,82.598,4.2,94.57108715,96.24,102.84,128.86,67.97,104.31,99.02,52.64
2008/09,86,120,65,83,107,75,67.2,218.877,-0.53,66.30999756,"900,567.80",5.21,5.48,5.99,7.46,10.44,"303,947.10","1,130.40","1,187.70","307,067.80","315,216.10","309,725.70","318,818.20",0.51,0,0.04,0.08,0.09,78.1,73.6,78.7,"1,448.06",24525,61.5,3.2,0.1,-0.1,78.8,100.7,76.9,74.344,81.262,66.021,63.7,75,98.2,82.673,4.5,94.55276648,95.85,103.25,131.84,69.94,101.18,101.29,57.27
2008/10,60,106,49,71,89,58.4,57,216.995,-0.98,69.88999939,"913,084.40",4.88,5.2,5.53,7.95,11.08,"305,064.70","1,326.92","1,291.40","310,565.50","315,925.80","315,031.00","321,418.30",0.33,-0.33,-0.28,-0.46,0.33,78.1,73.5,76.7,"1,113.06",24572,61.5,3.3,0.3,0,79.2,100.4,79.1,79.092,85.822,67.323,62.6,71,82.5,82.598,4.6,94.65853743,95.59,104.47,137.25,67.08,91.42,103.14,59.25
2008/11,59,107,42,65,88,57.5,53.9,213.153,-1.5,69.44999695,"920,259.60",4,5.03,5.73,8.56,11.98,"306,854.20","1,390.09","1,482.70","316,330.90","322,937.90","318,724.80","321,346.10",0.7,-0.88,-0.17,0.2,-0.16,77.7,73.1,74,"1,076.07",24628,61.6,3.4,-0.1,0,75.5,99.7,70.1,68.908,75.872,66.572,61.6,72,71.3,82.375,4.5,94.93382346,93.37,100.08,128.16,60.33,73.32,106.2,50.31
2008/12,62,109,39,66,116,69.5,54,211.398,-0.67,69.95999908,"917,110.10",3.27,3.99,4.87,8.35,12.3,"308,879.20","1,373.84","1,257.50","323,725.90","330,623.70","319,599.90","321,234.40",0.88,-0.73,-1.04,-0.86,-0.61,77.1,72.4,71.2,"1,124.47",24569,61.4,3.4,-1.4,0.3,80,98.5,62.7,62.474,71.242,62.718,63.7,70,61.2,82.375,4.3,94.83695642,91.8,96.75,120.86,62.66,67.84,110.51,50.05
