Date,Personal Finance Current,Personal Finance Expected,Business Condition 12 Months,Business Condition 5 Years,Buying Conditions,Current Index,Expected Index,CPI,GSCPI,WTI,총대출금,무담보콜금리(1일),국고채(1년),국고채(10년),"회사채(3년, AA-)","회사채(3년, BBB-)",주택담보대출-예금취급기관,원/미국달러(매매기준율) 평균,원/미국달러(매매기준율) 말일,"M1(평잔, 원계열)","M1(말잔, 원계열)","M1(평잔, 계절조정계열)","M1(말잔, 계절조정계열)",금리 스프레드,무담보콜금리 차분,국고채1년 차분,국고채10년 차분,주택담보대출금리 차분,a_htpi,a_atpi,a_rpi,KOSPI,경제활동인구,경제활동참가율,실업률,경제활동참가율d,실업률d,전산업생산지수,경기종합지수(동행지수순환변동치),제조업평균가동률,산업별생산지수,산업별출하지수,산업별재고지수,소매판매액지수,소비자동향조사,경제심리지수,소비자물가지수,기대인플레이션율,관리물가지수,생산자물가지수,공급물가지수,수입물가지수,수입물량지수,수입금액지수,순상품교역조건지수,소득교역조건지수
2020/10,113,129,88,100,109,85.9,79.2,260.249,0.11,70.63999939,"1,873,103.10",0.51,0.68,1.507,2.239,8.598,"667,676.20","1,144.68","1,133.40","1,130,987.60","1,133,457.90","1,128,857.20","1,150,259.00",0.827,0.03,-0.025,0.007,0.03,93.8,91.2,114.7,"2,267.15",28046,62.5,4.2,0.2,0.1,99.5,97.8,73.6,102.5,102.8,96.9,102.6,86,88.6,100.18,1.8,94.66567598,99.98,98.96,96.2,102.28,100.16,102.67,107.79
2020/11,111,122,75,85,114,87,70.5,260.895,0.75,81.80000305,"1,893,044.70",0.49,0.7,1.61,2.247,8.636,"673,694.60","1,116.76","1,104.40","1,139,632.40","1,156,045.00","1,150,685.70","1,170,430.90",0.91,-0.02,0.02,0.103,0.09,94.3,91.9,117.4,"2,591.34",28178,62.8,4.1,0.1,-0.3,102.7,98.4,73.4,105.9,105.6,95.6,104.5,89,91.7,100.09,1.8,98.17301676,100.06,98.75,96.19,104.46,103.35,103.05,110.42
2020/12,114,122,76,100,119,90,74.6,262.005,1.67,83.62999725,"1,893,716.20",0.51,0.719,1.675,2.211,8.619,"679,641.60","1,095.13","1,088.00","1,164,720.10","1,197,828.90","1,168,570.20","1,183,794.10",0.956,0.02,0.019,0.065,0.03,95.2,93.1,120.2,"2,873.47",28029,62.4,4.2,-1.2,0.7,113.9,98.5,74.3,111.9,110.6,94.5,105.9,86,85.5,100.33,1.8,98.47071508,100.84,99.49,98.16,113.25,114.91,102.71,116.94
2021/01,109,121,87,88,115,86.7,74,262.518,1.31,90.79000092,"1,911,098.60",0.49,0.695,1.731,2.143,8.543,"683,967.60","1,097.49","1,114.60","1,183,360.40","1,189,601.00","1,194,783.70","1,206,644.90",1.036,-0.02,-0.024,0.056,0.04,95.9,94.1,123.3,"2,976.21",27917,62.1,4.8,-0.7,1.6,98,98.1,72.5,104.5,103.3,97.4,101.4,86,92.6,101.04,1.8,98.70663687,101.96,101.23,101.79,108.85,114.99,100.69,103.05
2021/02,110,118,83,82,113,86.2,70.7,263.583,1.93,75.95999908,"1,926,681.10",0.49,0.671,1.845,2.055,8.439,"691,012.60","1,111.72","1,108.40","1,206,555.60","1,232,022.50","1,211,839.50","1,225,079.10",1.174,0,-0.024,0.114,0.03,96.8,95.4,125.5,"3,012.95",28130,62.5,4.1,0.7,-0.8,94.5,98.2,75.7,96,94.7,98.5,96.7,87,96.5,101.58,2,98.64985475,102.8,102.85,106.28,100.48,109.67,99.42,96.99
2021/03,112,118,108,94,128,93,79.7,264.91,2.25,71.65000153,"1,937,175.10",0.49,0.684,2.04,2.091,8.459,"696,280.00","1,131.02","1,133.50","1,231,321.10","1,255,129.80","1,229,454.20","1,246,112.90",1.356,0,0.013,0.195,0.07,97.5,96.4,127.2,"3,061.42",28229,62.7,3.9,0.9,-0.6,108.3,98.5,74.3,112.1,111.8,95.6,107.3,89,101.4,101.84,2.1,98.69259218,103.89,104.89,109.97,113.76,128.65,97.77,110.62
2021/04,126,124,115,93,126,97.2,82.7,266.752,2.74,75.84999847,"1,960,962.00",0.48,0.659,2.041,1.983,8.351,"697,883.70","1,119.40","1,107.40","1,257,170.10","1,254,414.80","1,249,604.40","1,260,465.00",1.382,-0.01,-0.025,0.001,0,98.2,97.4,128.8,"3,147.86",28229,62.7,3.8,0.5,-0.3,103.7,99.4,73.3,106.8,105.4,96.2,107,92,105.6,101.98,2.1,98.63482682,104.88,105.97,109.72,113.08,130.93,98.96,105.24
2021/05,120,113,110,93,111,89.4,78.8,268.452,3.02,78.26000214,"1,963,575.10",0.48,0.611,2.131,1.891,8.259,"699,668.60","1,123.28","1,116.00","1,264,219.80","1,266,129.20","1,261,259.90","1,267,039.60",1.52,0,-0.048,0.09,-0.04,98.9,98.3,131.1,"3,203.92",28297,62.8,3.8,0.7,0,103.1,99.5,72.6,104.5,102.8,96.1,110.5,93,105.5,102.05,2.2,98.63501676,105.45,106.6,112.98,106.57,123.88,100.19,103.98
2021/06,117,119,119,97,112,88.6,83.5,270.664,2.75,83.16999817,"1,971,439.50",0.51,0.798,2.103,1.913,8.29,"702,662.50","1,121.30","1,130.00","1,285,488.70","1,302,242.00","1,273,860.00","1,274,294.80",1.305,0.03,0.187,-0.028,0.05,100,100,134.1,"3,296.68",28324,62.8,3.7,0,-0.2,109.8,99.5,73.5,110.7,108.1,93.5,107.1,93,109.6,102.05,2.3,98.66509497,106.01,107.63,116.05,107.9,128.88,99.33,107.83
2021/07,116,120,109,88,102,84.5,79,271.994,2.93,81.93000031,"1,992,402.00",0.53,0.91,1.976,1.888,8.245,"709,178.10","1,143.98","1,147.40","1,296,969.00","1,292,206.20","1,287,187.30","1,294,514.20",1.066,0.02,0.112,-0.127,0.07,100.9,101.2,137.4,"3,202.32",28265,62.7,3.3,-0.3,-0.6,104.1,99.4,74.5,110.6,105.2,98.9,108.9,91,104.2,102.26,2.3,97.56453631,107.04,109.73,120.23,111.79,137.89,97.77,105.95
2021/08,109,111,74,75,94,78.5,65.1,272.789,3.28,76.98999786,"2,005,346.50",0.56,1.001,1.905,1.838,8.17,"715,545.40","1,160.34","1,164.40","1,304,432.60","1,314,565.40","1,305,000.10","1,322,385.40",0.904,0.03,0.091,-0.071,0.07,101.8,102.6,140.7,"3,199.27",28289,62.7,3.2,-0.6,-0.6,101.4,99.5,74.9,105.2,98.6,103.5,107.1,91,105.4,102.75,2.4,97.58499441,107.6,110.87,121.79,106.13,132.72,96.5,100.77
2021/09,116,112,84,76,90,80.1,68.1,273.887,3.35,81.54000092,"2,020,839.20",0.77,1.073,2.061,1.953,8.197,"721,956.20","1,169.54","1,184.90","1,328,615.10","1,335,457.00","1,321,425.50","1,331,020.10",0.988,0.21,0.072,0.156,0.13,102.8,103.8,143.4,"3,068.82",28325,62.8,3,0.2,0.1,104.5,99.4,74.2,106.3,102,101.7,113.9,91,104.9,103.17,2.4,98.82894972,108,111.35,124.58,107.04,133.6,97.24,106.7
2021/10,115,112,81,78,85,77.7,67.9,276.434,3.88,77.91000366,"2,037,461.70",0.74,1.178,2.399,2.302,8.376,"727,403.70","1,182.82","1,171.70","1,334,024.40","1,333,677.00","1,338,091.30","1,340,627.10",1.221,-0.03,0.105,0.338,0.25,103.7,105,144.8,"2,970.68",28421,63,3.2,0.2,0.1,105.3,99.6,74.6,109.3,103.6,104.4,114.5,92,106.2,103.35,2.4,99.02831285,109.12,113.09,131.11,109.31,139.29,96.1,103.82
2021/11,110,106,73,73,79,73.6,63.5,278.799,4.29,73.55000305,"2,050,751.00",0.796,1.339,2.355,2.492,8.374,"731,633.90","1,182.91","1,193.40","1,340,634.60","1,342,150.10","1,353,730.70","1,357,374.10",1.016,0.056,0.161,-0.044,0.25,104.3,105.9,143.9,"2,839.01",28455,63,3.1,-0.1,-0.2,109.2,99.9,75.5,113.7,109.2,105.1,114.5,92,107,103.87,2.7,99.06306145,109.9,114.66,129.82,111.84,147.64,92.75,105.02
2021/12,109,110,80,83,82,74.2,68.3,280.808,4.39,74.95999908,"2,050,701.60",1.012,1.32,2.187,2.41,8.263,"734,478.60","1,183.70","1,185.50","1,346,579.70","1,372,336.60","1,353,134.60","1,359,681.80",0.867,0.216,-0.019,-0.168,0.12,104.6,106.2,142.2,"2,977.65",28649,63.4,3.4,-0.5,0.9,123.6,100.7,79.4,122.3,115.6,106.1,117.9,91,105,104.04,2.6,99.15589944,109.88,114.62,127.23,119.93,158.09,92.05,109.81
2022/01,106,114,67,75,79,72,64.1,282.39,3.7,88.15000153,"2,062,119.20",1.188,1.422,2.492,2.632,8.506,"736,612.20","1,194.01","1,202.40","1,352,771.60","1,344,918.20","1,362,436.10","1,364,151.30",1.07,0.176,0.102,0.305,0.22,104.7,106.3,141.4,"2,663.34",28706,63.5,3.4,-0.4,0.6,104.8,101.1,79.4,110.8,105.3,106.4,111.3,91,106,104.85,2.6,99.71472626,111.04,115.18,132.86,121.03,155.81,93.69,103.82
2022/02,96,102,66,68,78,68.2,59.4,284.535,2.79,95.72000122,"2,066,672.90",1.219,1.48,2.69,2.873,8.724,"737,710.40","1,198.34","1,202.70","1,346,701.70","1,364,398.30","1,362,037.60","1,376,181.90",1.21,0.031,0.058,0.198,0.03,104.8,106.3,141.1,"2,699.18",28848,63.8,2.8,0.5,-0.7,99.3,101.3,77.6,103,98.2,107.6,101,90,106.3,105.42,2.7,99.66755307,111.57,116.56,138.93,104.26,138.78,91.98,95.72
2022/03,93,93,51,72,80,67.2,54.3,287.553,2.83,100.2799988,"2,074,329.40",1.244,1.586,2.784,3.028,8.858,"738,759.90","1,221.03","1,210.80","1,370,237.50","1,381,077.50","1,369,667.10","1,370,279.00",1.198,0.025,0.106,0.094,-0.04,104.8,106.2,141.7,"2,757.65",28742,63.6,2.8,0.6,-0.4,113.1,101,77.9,118.2,112.4,104,115.4,90,103.9,106.1,2.9,99.20902793,113.27,119.46,149.45,119.88,165.76,91.76,110.04
2022/04,98,110,62,77,80,69.4,62.5,288.764,3.52,104.6900024,"2,087,389.20",1.299,2.002,3.219,3.631,9.471,"741,116.50","1,232.34","1,269.40","1,377,050.80","1,380,658.00","1,369,390.40","1,379,142.20",1.217,0.055,0.416,0.435,0.06,104.8,106.2,142.3,"2,695.05",28837,63.8,2.8,0.7,0,109.9,100.6,76.3,112.5,105.6,105.8,114,92,106.3,106.83,3.1,100.0866816,115.1,122.65,148.6,107.22,155.99,88.44,95.57
2022/05,91,107,46,66,71,63.3,55.2,291.359,2.73,,"2,102,225.00",1.505,2.049,3.295,3.775,9.618,"741,250.80","1,269.88","1,245.80","1,374,671.30","1,386,374.80","1,371,920.90","1,386,220.50",1.246,0.206,0.047,0.076,0,104.8,106.1,141,"2,685.90",28966,64,2.9,0.9,0,111.4,100.7,75,113.7,108.4,105.9,119,89,107.2,107.5,3.3,100.6871285,115.92,123.9,154.23,113.51,163.51,89.98,100.78
2022/06,72,95,35,57,65,53.8,47.5,294.996,2.41,105.7600021,"2,110,428.80",1.745,2.599,3.64,4.233,10.08,"743,743.80","1,277.35","1,292.90","1,386,071.50","1,401,276.60","1,371,865.30","1,365,547.20",1.041,0.24,0.55,0.345,0.14,104.8,106,140.1,"2,332.64",28953,64,2.9,0,0,114.7,100.8,76.3,113.8,105,109.8,114.3,87,103.1,108.21,3.9,100.7753631,116.57,124.93,155.09,106.61,155.23,89.42,94.74
2022/07,75,96,34,56,73,58.1,47.3,294.977,1.81,98.62000275,"2,121,837.30",1.971,2.958,3.3,4.126,9.976,"745,017.40","1,307.40","1,304.00","1,366,219.80","1,344,145.60","1,353,904.80","1,346,403.90",0.342,0.226,0.359,-0.34,0.12,104.8,105.8,136.5,"2,451.50",28997,64.1,2.9,-0.1,-0.1,109.6,101,75.2,111.2,104.2,114.4,115.4,81,98.2,108.73,4.7,100.7181899,116.9,125.81,151,116.43,168.97,86.82,96.93
2022/08,80,107,54,69,69,58.6,58,295.209,1.51,89.55000305,"2,130,684.50",2.263,2.987,3.322,4.227,10.078,"746,966.40","1,318.44","1,347.50","1,336,447.00","1,324,559.10","1,335,199.00","1,331,914.10",0.335,0.292,0.029,0.022,0.19,104.5,105.3,133.6,"2,472.05",28940,63.9,2.6,-0.7,-0.8,107.8,101.4,73.2,104.5,101.5,112.6,116.7,83,99.5,108.63,4.3,100.7376648,116.45,124.41,149.68,122.76,170.77,88.12,97.15
2022/09,80,105,59,66,73,59.7,58,296.341,1.01,79.48999786,"2,140,254.90",2.533,3.287,3.897,4.9,10.756,"748,963.90","1,391.59","1,434.80","1,322,918.40","1,316,348.60","1,315,244.60","1,311,908.50",0.61,0.27,0.3,0.575,0.44,103.9,104.5,130.8,"2,155.49",28974,64,2.8,0.1,0.3,109.2,101.3,72.6,104.6,104.5,108,118.3,85,98.3,108.82,4.2,101.9786257,116.53,125.56,154.7,115.62,157.88,87.6,99.95
2022/10,78,106,48,69,90,65.6,56.2,297.863,1.12,86.52999878,"2,158,295.50",2.959,3.602,4.267,5.436,11.288,"751,143.40","1,426.66","1,419.30","1,287,865.70","1,265,463.10","1,290,626.20","1,278,886.10",0.665,0.426,0.315,0.37,0.03,103.1,103.2,126.4,"2,293.61",28984,64,2.8,0.1,0,109.4,101.2,70.6,105.8,104.9,109.1,120,83,95.4,109.16,4.3,103.9841899,117.13,125.97,156.5,115.18,153.04,88.89,93.05
2022/11,77,106,49,65,73,58.7,55.5,298.648,1.26,80.55000305,"2,173,145.20",3.096,3.838,3.915,5.487,11.331,"752,309.00","1,364.10","1,331.50","1,249,905.70","1,233,550.70","1,261,680.90","1,249,356.90",0.077,0.137,0.236,-0.352,-0.08,101.7,101.1,121.5,"2,472.53",29002,64,2.7,-0.1,-0.1,112,100.7,70.5,107.5,104.1,113.3,118.3,83,91.6,109.07,4.2,103.9576425,116.75,123.98,147.92,116.05,152.49,88.09,93.45
2022/12,76,107,61,71,77,59.6,60,298.812,1.33,80.26000214,"2,165,861.10",3.235,3.705,3.541,5.302,11.173,"754,831.10","1,296.22","1,267.30","1,225,205.60","1,236,983.30","1,232,093.70","1,221,794.60",-0.164,0.139,-0.133,-0.374,-0.11,99.7,98.2,118.1,"2,236.40",29053,64.1,3,-0.9,0.7,126,100.2,68.8,109.2,109.9,110.4,120.3,83,91.9,109.26,3.8,104.0581676,116.27,121.86,138.28,118.62,154.27,87.46,97.73
2023/01,89,112,59,77,87,68.5,62.6,300.356,1.09,,"2,168,698.30",3.269,3.584,3.411,4.704,10.788,"754,332.70","1,247.25","1,228.70","1,199,524.30","1,176,453.00","1,206,069.90","1,199,095.90",-0.173,0.034,-0.121,-0.13,-0.05,98.2,96.1,117.2,"2,425.08",29029,64,2.9,-0.7,0.6,103.1,99.8,71,96.9,96.9,118,115.1,82,90.4,110.07,3.9,105.5310056,116.69,120.69,135.29,119.72,152.78,88.72,85.72
2023/02,91,111,67,79,90,70.7,64.5,301.509,-0.22,77.05000305,"2,170,233.00",3.425,3.528,3.45,4.274,10.631,"753,305.40","1,270.74","1,317.40","1,179,712.10","1,192,586.70","1,198,152.20","1,197,938.90",-0.078,0.156,-0.056,0.039,-0.02,97.1,94.5,118.3,"2,412.85",29108,64.2,2.6,0.5,-0.5,103.4,100,68.9,96.4,98,117.6,105.6,82,91.5,110.33,4,105.5675866,116.91,121.51,137.95,111.23,142.82,87.73,92.09
2023/03,88,104,58,73,82,66.3,59.2,301.744,-1.14,75.66999817,"2,171,145.40",3.425,3.452,3.448,4.184,10.595,"750,175.60","1,305.73","1,303.80","1,191,877.30","1,206,808.30","1,193,000.30","1,200,270.70",-0.004,0,-0.076,-0.002,-0.16,96.3,93.5,119.5,"2,476.86",29182,64.3,2.7,1,-0.2,115.6,100.3,71.8,111.2,112.2,114,118.9,83,91.7,110.52,3.9,105.5072514,117.05,122.52,139,119.66,154.62,87.05,101.58
2023/04,84,105,60,76,91,68.5,60.6,303.032,-1.31,76.77999878,"2,177,578.10",3.467,3.254,3.319,4.072,10.458,"747,879.50","1,320.01","1,339.90","1,193,633.40","1,192,043.90","1,187,667.60","1,191,721.50",0.065,0.042,-0.198,-0.129,-0.16,95.9,92.9,120.4,"2,501.53",29139,64.2,2.6,0.3,-0.1,108.6,100.5,71.1,103,99.8,121.8,114.3,87,94.2,110.77,3.7,105.4432961,116.96,122.26,139.58,105.6,134.1,87.96,91.72
2023/05,85,104,49,65,82,65.1,55.1,303.365,-1.56,68.08999634,"2,187,357.90",3.57,3.416,3.402,4.139,10.524,"749,816.80","1,328.21","1,322.20","1,185,248.80","1,187,120.70","1,181,414.40","1,183,543.90",-0.014,0.103,0.162,0.083,-0.03,95.7,92.7,121.2,"2,577.12",29204,64.4,2.6,0.9,-0.1,110.8,100.6,73.2,107.5,105.3,122.6,119.8,88,94.6,111.13,3.5,105.9757654,116.53,122.03,135.35,110.04,139.43,87.27,97.71
2023/06,85,107,63,73,92,68.9,61.1,304.003,-1.09,70.63999939,"2,197,685.50",3.566,3.511,3.611,4.356,10.744,"753,906.80","1,296.71","1,312.80","1,191,342.60","1,223,610.20","1,179,434.10","1,193,753.00",0.1,-0.004,0.095,0.209,0.05,95.6,92.7,122,"2,564.28",29203,64.3,2.6,0,0,115.8,100.5,71.7,108.7,110,112.6,116.2,89,96.1,111.16,3.5,106.6288939,116.27,120.36,130.16,111.17,136.5,89.22,102.02
2023/07,96,113,73,86,101,76.5,68.3,304.628,-0.91,81.80000305,"2,210,386.90",3.51,3.57,3.681,4.437,10.829,"757,335.50","1,286.30","1,280.00","1,199,528.20","1,183,675.70","1,187,260.30","1,190,274.50",0.111,-0.056,0.059,0.07,0.02,95.7,92.7,122.8,"2,632.58",29177,64.3,2.8,-0.3,0,108.8,100.1,70,103.7,99.4,119,113.1,91,94.5,111.29,3.3,105.6044469,116.53,119.91,130.43,104.11,125.63,90.85,98.44
2023/08,93,115,70,76,102,75.5,65.4,306.187,-1.06,83.62999725,"2,222,860.50",3.538,3.496,3.86,4.5,10.91,"760,850.70","1,318.47","1,321.40","1,187,433.00","1,185,938.90","1,184,979.00","1,191,099.40",0.364,0.028,-0.074,0.179,0.03,95.8,93,123.8,"2,556.27",29158,64.2,2.5,-0.6,-0.7,109.7,100,73.3,105.9,100.5,122.9,113.7,91,94.4,112.28,3.3,106.0496201,117.5,121.49,135.83,107.79,130.89,91.48,100.99
2023/09,86,110,73,79,96,71.1,65.7,307.288,-0.64,90.79000092,"2,238,147.80",3.596,3.61,3.949,4.602,11.022,"764,776.00","1,329.47","1,344.80","1,190,316.90","1,215,061.60","1,184,088.00","1,193,923.70",0.339,0.058,0.114,0.089,0.04,96,93.3,124.6,"2,465.07",29236,64.4,2.6,0.2,0.3,112.5,99.8,73.6,109.6,108.1,115,120.5,89,93.1,112.85,3.3,107.3784022,118.03,122.49,139.83,106.78,131.46,91.11,105.4
2023/10,79,101,61,74,102,70.6,59.3,307.531,-0.35,,"2,253,613.60",3.517,3.741,4.272,4.827,11.222,"768,630.90","1,350.69","1,352.80","1,195,109.20","1,189,702.30","1,194,644.60","1,208,476.60",0.531,-0.079,0.131,0.323,0.21,96.2,93.5,124.3,"2,277.99",29248,64.3,2.5,0.1,-0.2,111,99.9,72.6,107.9,103.2,116.1,118.8,88,92.1,113.27,3.4,107.7281229,117.86,123.29,141.07,109.21,136.93,89.48,100.72
2023/11,84,106,57,63,92,68.3,56.8,308.024,0.18,75.95999908,"2,266,755.90",3.572,3.722,3.89,4.583,10.978,"773,698.00","1,310.39","1,289.00","1,188,286.00","1,199,820.80","1,198,966.90","1,215,584.50",0.168,0.055,-0.019,-0.382,-0.08,96.3,93.6,123.3,"2,535.29",29293,64.4,2.8,-0.1,0.2,114.5,99.9,73,114.1,109.1,115.3,121.3,87,91.5,112.68,3.4,107.7101453,117.41,121.98,135.04,106.86,133.42,88.92,105.33
2023/12,88,112,73,84,100,73.3,67.4,308.742,-0.15,71.65000153,"2,266,468.80",3.639,3.516,3.415,4.076,10.529,"777,710.20","1,303.98","1,289.40","1,211,414.30","1,246,196.40","1,217,748.80","1,231,938.80",-0.101,0.067,-0.206,-0.475,-0.32,96.2,93.4,122.3,"2,655.28",29425,64.7,3.2,-0.8,1,126.5,99.8,72,116.1,114.3,108.1,122.3,88,91.4,112.73,3.2,107.7270726,117.56,121.75,132.89,109.99,136.1,89.03,106
2024/01,100,122,93,94,111,81.9,77.1,309.685,-0.32,75.84999847,"2,275,754.90",3.47,3.384,3.353,4.013,10.453,"782,854.40","1,323.57","1,330.60","1,204,441.40","1,194,126.40","1,221,110.00","1,223,535.40",-0.031,-0.169,-0.132,-0.062,-0.17,96,93.2,122.3,"2,497.09",29466,64.7,3,-0.5,0.4,110.5,99.9,72.1,109.4,105.4,111.6,113.7,89,91.5,113.17,3,108.3406816,118.19,122.43,136.27,114.64,140.62,90.95,103.36
2024/02,98,116,93,92,106,79.4,75.2,311.054,-0.18,78.26000214,"2,286,010.80",3.582,3.434,3.429,4.053,10.44,"786,666.70","1,331.74","1,334.00","1,208,167.10","1,231,111.70","1,217,657.30","1,233,052.50",-0.005,0.112,0.05,0.076,-0.03,95.9,93,122.4,"2,642.36",29463,64.7,2.6,0.3,-0.5,105.3,100.1,74.6,100.8,97.1,114.1,110,90,93.3,113.78,3,108.2951732,118.55,122.98,137.63,100.32,123.51,91.34,99.69
2024/03,104,122,95,94,109,82.5,77.4,312.23,-0.34,83.16999817,"2,295,440.40",3.467,3.374,3.39,3.944,10.21,"785,987.60","1,330.69","1,346.80","1,242,708.50","1,275,823.20","1,244,401.20","1,263,441.20",0.016,-0.115,-0.06,-0.039,-0.02,95.8,92.9,122.6,"2,746.63",29402,64.6,2.8,0.7,-0.2,115.7,99.8,71.4,112.3,108.7,110,118.8,89,92.2,113.95,3.2,108.2173408,118.82,123.25,138.31,108.7,134.17,91.8,107.56
2024/04,95,116,92,96,109,79,76,313.207,-0.96,81.93000031,"2,312,960.60",3.518,3.44,3.567,3.974,10.189,"790,418.30","1,367.83","1,378.70","1,241,048.60","1,222,260.10","1,234,805.60","1,224,278.20",0.127,0.051,0.066,0.177,-0.01,95.7,92.8,122.5,"2,692.06",29473,64.7,2.8,0.7,0,112.3,99.7,73.8,109.6,103.6,112.1,115.4,89,94.5,114.01,3.1,108.2503687,119.16,124.47,143.57,113.11,140.71,92.66,105.91
2024/05,91,111,79,84,88,69.6,68.8,313.225,-0.56,76.98999786,"2,327,198.00",3.53,3.434,3.527,3.876,10.054,"796,343.00","1,365.39","1,376.50","1,225,588.30","1,228,881.10","1,221,570.30","1,225,491.10",0.093,0.012,-0.006,-0.04,-0.02,95.7,92.8,122.6,"2,636.52",29363,64.5,2.8,0.4,0,113.3,99.1,72.9,112,105.8,112.2,119.6,88,93.8,114.1,3.2,108.2867151,119.25,124.77,141.77,109.14,137.14,91.35,108.5
2024/06,81,106,84,88,88,65.9,69.6,313.049,-0.34,81.54000092,"2,338,124.20",3.547,3.341,3.337,3.708,9.824,"802,362.10","1,380.13","1,389.20","1,232,864.30","1,266,760.10","1,220,524.70","1,229,771.10",-0.004,0.017,-0.093,-0.19,-0.2,95.8,92.8,123.4,"2,797.82",29343,64.4,2.8,-0.1,-0.1,116.4,99,73.8,112.8,106.8,106.9,115,90,94.7,113.84,3,108.3257207,119.23,124.79,142.64,101.21,126,92.09,108.03
2024/07,79,105,86,84,81,62.7,68.8,313.534,-0.04,77.91000366,"2,352,799.60",3.518,3.209,3.171,3.542,9.614,"808,850.60","1,383.38","1,384.60","1,229,846.60","1,221,201.20","1,216,573.40","1,227,485.40",-0.038,-0.029,-0.132,-0.166,-0.21,95.9,93,124.4,"2,770.69",29279,64.2,2.5,-0.4,-0.4,111.3,98.3,71.1,109.1,100.9,112.8,113.9,91,95.9,114.13,2.9,107.0822905,119.56,125.04,143.28,109.55,135.9,93,109.93
2024/08,79,108,88,92,78,61.3,72.1,314.121,0.2,73.55000305,,3.531,3.073,2.999,3.418,9.4,,"1,354.15","1,335.30",,,,,-0.074,0.013,-0.136,-0.172,0.01,96.1,93.3,,"2,674.31",29276,64.2,2.4,-0.5,-0.6,110.9,98.2,74.3,109.9,103.2,115.2,114,90,94.2,114.54,2.9,107.794,119.41,124.43,138.33,110.75,137.9,91.94,106.68
2024/09,,,,,,,,314.686,0.13,,,3.529,2.939,3.011,3.448,9.335,,"1,334.82","1,319.60",,,,,0.072,-0.002,-0.134,0.012,,,,,,,,,,,,,,,,,,90,93.7,,,,,,,,,,
,,,,,,,,,,74.95999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,